text,page,book
"مجلة الانسان والمجل للمجاوناستلا للمج المجلد 10 رقم : 1 جوان 2024 العنوان: الجرائم الاستعمارية الفرنسية في الجزائر أثناء الاحتلال ..... للاحتفال بانتصار الحلفاء على القوات الألمانية والإيطالية )2023( ليون بدأت المجازر في . مدينة سطيف، حيث قتلت الشرطة الفرنسية عدداً من المحتفلين الجزائريين، مما أثار احتجاجات واسعة النطاق في المنطقة. وفي الأيام التالية امتدت المجازر إلى مدن أخرى في الجزائر، بما في ذلك وهران وقلعة، وقسنطينة، وبجاية، وغيرها. وبعد مرور عشر سنوات على هذه الأحداث، وحتى الاستقلال وقعت إبادات جماعية أخرى: مذبحة قسطنطين وقعت في 20 أغسطس 1955 ، حيث قتل الجيش الفرنسي أكثر من 12 ألف جزائري في مدينة قسنطينة . أخبار الجزائر، وكالة الأنباء الجزائرية، تيزي وزو: ""رأيت جنودا فرنسيين يحرقون والدتي حية (2020) مجزرة قرية بلغزلي بآيت زلال بمنطقة تيزي وزو يوم 29 سبتمبر 1958 : وقد أسفرت هذه الجريمة التي أضيفت إلى القائمة الطويلة من ! الجرائم التي ارتكبها الاحتلال الفرنسي، عن حرق 11 ضحية أحياء، 8 نساء و3 رجال، انتقاما لرفضهم التصويت في الاستفتاء على دستور الجمهورية الخامسة. ولا تزال هذه الجريمة راسخة في ذاكرة الشهود وأقارب الضحايا، الذين ما زالوا يعانون من صدمة هذه الجريمة، التي تعد واحدة من أسوأ روايات جرائم الحرب وما ترتب عليها من جرائم. القسوة ( بلانشاردل، ص (03) الإبادة الجماعية المرتكبة بالأسلحة النووية: تم استخدام الأسلحة النووية لأول مرة في الجزائر في فبراير/ شباط في 13 فبراير 1960، كان أول استخدام للأسلحة الكيميائية من قبل المستعمر الفرنسي ضد المدنيين الجزائريين أثناء معركة وادي سوف في عام 1852 ، حيث أمر باستخدام الكلوروفورم المحظور دوليا. (سوري 386 وعلي، 2022، ص .(369 تجدر الإشارة إلى أن السلطات الاستعمارية الفرنسية أجرت 17 تجربة نووية تحت وفوق الصحراء الجزائرية بين عامي 1960 و 1966. وأدت التجارب النووية إلى مقتل 42 ألف جزائري وتسببت في إعاقات دائمة بسبب الإشعاع النووي الذي لا يزال يلوث الموقع حتى اليوم. سوري وعلي 2022 386-369ص الرقمي الدولي المعياري الكتاب: 2477-1805 5167-2602 :رقم ایسن رقم الوثيقة الوطنية: 2015-5187 411 مجلة الانسان والمجل المجلد 10 رقم : 1 يونيو 2024",11,french-colonial-crimes-in-algeria-during-the-occupation-from-1830-to-1962-and-their-repercussions-on-the-bilateral-relations-between-the-two-countries.en.ar (1)
"مجلة الانسان والمجل للمجاوناستلا للمج المجلد 10 رقم : 1 جوان 2024 العنوان: الجرائم الاستعمارية الفرنسية في الجزائر أثناء الاحتلال ..... وقد وثقت المصادر التاريخية أيضاً مجازر أخرى، منها: - مذبحة نهر السين في باريس عام 1961 في 17 أكتوبر في عام 1961 ، أطلق النار على جزائريين أثناء مظاهراتهم السلمية. وألقي عشرات آخرون في نهر السين. وكانت الإجراءات التي اتخذتها السلطات الفرنسية تهدف على حد قولها، إلى تكثيف الحرب ضد الإرهاب"". )03( بلانشاردل، ص أهداف سياسة الإبادة الجماعية التي انتهجها المستعمر في القرن العشرين لقد تحولت أهداف الاستعمار الفرنسي في الجزائر من التوسع الاقتصادي والسياسي في القرن التاسع عشر إلى الحفاظ على السيطرة ومنع الاستقلال في القرن العشرين. وتطورت أهداف الإبادة الجماعية وفقاً لذلك. ففي القرن العشرين، أصبح الهدف الرئيسي هو الحفاظ على السيطرة الفرنسية على الجزائر ومنع الاستقلال والتحرر الوطني. ولتحقيق هذه الغاية، شكل المستعمر جيشاً قوياً وطور سياسة القمع والإرهاب والتعذيب لقمع أي حركة تحرر. كما رأينا فإن فترة الاستعمار الفرنسي في القرن العشرين شهدت ارتفاعا كبيرا فى عدد الضحايا نتيجة الاعتقالات التعسفية والتعذيب والإعدامات الجماعية التي استهدفت كافة شرائح المجتمع الجزائري، وبصورة عامة يمكن تلخيص أهداف سياسة الإبادة الجماعية في القرن العشرين على النحو التالي: الهيمنة السياسية والاقتصادية: يتم استخدام الإبادة الجماعية تعزيز هذه الهيمنة على الشعوب المهيمنة. التطهير العرقي والثقافي الإبادة الجماعية تهدف أيضاً إلى التطهير على أساس لون البشرة، أو الدين، أو الثقافة، أو اللغة الشرائح معينة من المجتمع. الاستيلاء على الأراضي استخدمت الإبادة الجماعية في بعض الحالات كوسيلة للاستيلاء على الأراضي الغنية بالموارد الطبيعية. الهيمنة العسكرية استهدفت الفصائل المعارضة للسلطة أو التي تهدد السيطرة العسكرية على منطقة ما. الرقم الدولي المعياري الكتاب: 2477-1805 5167-2602 :رقم ایسن رقم الوثيقة الوطنية: 2015-5187 412 مجلة الانسان والمجل المجلد 10 رقم : 1 يونيو 2024",12,french-colonial-crimes-in-algeria-during-the-occupation-from-1830-to-1962-and-their-repercussions-on-the-bilateral-relations-between-the-two-countries.en.ar (1)
"مجلة الانسان والمجل للمجاوناستلا للمج المجلد 10 رقم : 1 جوان 2024 العنوان: الجرائم الاستعمارية الفرنسية في الجزائر أثناء الاحتلال ..... الانتقام السياسي: ضد المعارضين أو حركات التحرر كما في الجزائر. 2 - آثار سياسة الإبادة الجماعية التي انتهجها المستعمر على المجتمعات المستعمرة إن قضية الإبادة الجماعية قضية حساسة ومؤلمة، وتكمن أهمية دراسة تداعياتها على الشعوب المتضررة في الفهم العميق لما يعيشه الناجون والشهود وأسر الضحايا. إن الإبادة الجماعية لها آثار ضارة طويلة المدى على الصحة النفسية للمجتمعات المستعمرة وكذلك على المستويات الاقتصادية والسياسية والاجتماعية. ولهذا السبب أصبح منع الإبادات الجماعية ومعاقبة مرتكبيها من أهم اهتمامات المجتمع الدولي منذ نهاية الحرب العالمية الثانية. مع وضع استراتيجيات شاملة للتغلب على هذه الآثار وإرساء العدالة والمساواة في المجتمعات المتضررة. في عام 2015، نشر برنامج الأمم المتحدة الإنمائي تقريراً عن "" التأثيرات الاجتماعية للإبادة الجماعية على الشعوب"". ويشكل هذا التقرير جزءاً من جهود المجتمع الدولي لفهم تأثير الإبادة الجماعية في جميع أنحاء العالم. وهو يقدم لمحة عامة عن التداعيات الاجتماعية على الشعوب والمجتمعات المتضررة . (متحدة 2015) ومن بين النقاط التي أثارها التقرير: التأثير على البنية الاجتماعية: يمكن أن تؤدي الإبادة الجماعية إلى التغيرات في البنية الاجتماعية من خلال التعديلات في التوازنات الاجتماعية والسياسية والاقتصادية. التأثير على الصحة النفسية قد يعاني الناجون وأسر الضحايا من اضطراب ما بعد الصدمة، والاكتئاب، واضطرابات النوم والشعور بالذنب، والعزلة الاجتماعية. التأثير على العدالة والحقوق: يمكن أن تؤثر الإبادات الجماعية على الحقوق المدنية والسياسية والاجتماعية والاقتصادية والوصول إلى العدالة. الرقم الدولي المعياري الكتاب: 2477-1805 5167-2602 :رقم ایسن رقم الوثيقة الوطنية: 2015-5187 413 مجلة الانسان والمجل المجلد 10 رقم : 1 يونيو 2024",13,french-colonial-crimes-in-algeria-during-the-occupation-from-1830-to-1962-and-their-repercussions-on-the-bilateral-relations-between-the-two-countries.en.ar (1)
"مجلة الانسان والمجل للمجاوناستلا للمج المجلد 10 رقم : 1 جوان 2024 العنوان: الجرائم الاستعمارية الفرنسية في الجزائر أثناء الاحتلال ..... التأثير على التعليم والثقافة: فقدان المعرفة والتاريخ والتراث الثقافي. الأثر الاقتصادي: فقدان الإنتاجية، وتدمير البنية التحتية وإعاقة النمو. ويقدم التقرير أيضاً توصيات للتخفيف من هذه الآثار، مثل تقديم الدعم النفسي والاجتماعي للناجين، وتعزيز العدالة والمصالحة. ودعم التعليم والثقافة والاقتصاد. -3- تداعيات السياسة الجنائية الفرنسية على العلاقات بين البلدين بعد الاستقلال وحتى اليوم لقدمضى قرابة نصف قرن على نهاية هذه الحرب الوحشية التي انتهت باستقلال الجزائر. ورغم صمت المدافع وانطفاء لهيب الحرب فإن جراح الصراع لم تندمل بعد. ولم تسو الحسابات بين البلدين. (لونك). لقد خلفت جرائم الاستعمار مرارة مريرة في نفوس الجزائريين والفرنسيين، سواء بالنسبة للجنود الفرنسيين الذين أدركوا أنهم يقاتلون من أجل لا شيء، أو بالنسبة للجزائريين الذين تركت مراحل الغزو الدموية المطولة بصماتها الدائمة على نفوسهم. وهذه المراحل لا يعرفها إلا القليل من المجتمع الفرنسي الذي اعتاد على تصوير "" المهمة الحضارية"" التي تقوم بها فرنسا. وقد أثر هذا إلى حد كبير على العلاقات بين البلدين منذ الاستقلال وحتى اليوم. )22( ستورا، 2021، ص ويمكن تلخيص المراحل الرئيسية للعلاقة بين البلدين على النحو التالي: بعد استقلال الجزائر في عام 1962، تطورت العلاقات كانت العلاقات بين فرنسا والجزائر مبنية على اتفاقيات اقتصادية لكن إعادة النظر في الماضي الاستعماري لم تكن من أولويات فرنسا كان من الضروري نسيان هذا الماضي الاستعماري. )34( تاریخ (ستورا، 2021، ص في عام 1965 ، تولى الرئيس الجزائري هواري بومدين السلطة ونفذ إعلان الاستقلال الجزائري. الرقم الدولي المعياري الكتاب: 2477-1805 5167-2602 :رقم ایسن رقم الوثيقة الوطنية: 2015-5187 414 مجلة الانسان والمجل المجلد 10 رقم : 1 يونيو 2024",14,french-colonial-crimes-in-algeria-during-the-occupation-from-1830-to-1962-and-their-repercussions-on-the-bilateral-relations-between-the-two-countries.en.ar (1)
"مجلة الانسان والمجل للمجاوناستلا للمج المجلد 10 رقم : 1 جوان 2024 العنوان: الجرائم الاستعمارية الفرنسية في الجزائر أثناء الاحتلال ..... التأثير على التعليم والثقافة: فقدان المعرفة والتاريخ والتراث الثقافي. الأثر الاقتصادي: فقدان الإنتاجية، وتدمير البنية التحتية وإعاقة النمو. ويقدم التقرير أيضاً توصيات للتخفيف من هذه الآثار، مثل تقديم الدعم النفسي والاجتماعي للناجين، وتعزيز العدالة والمصالحة. ودعم التعليم والثقافة والاقتصاد. -3- تداعيات السياسة الجنائية الفرنسية على العلاقات بين البلدين بعد الاستقلال وحتى اليوم لقدمضى قرابة نصف قرن على نهاية هذه الحرب الوحشية التي انتهت باستقلال الجزائر. ورغم صمت المدافع وانطفاء لهيب الحرب فإن جراح الصراع لم تندمل بعد. ولم تسو الحسابات بين البلدين. (لونك). لقد خلفت جرائم الاستعمار مرارة مريرة في نفوس الجزائريين والفرنسيين، سواء بالنسبة للجنود الفرنسيين الذين أدركوا أنهم يقاتلون من أجل لا شيء، أو بالنسبة للجزائريين الذين تركت مراحل الغزو الدموية المطولة بصماتها الدائمة على نفوسهم. وهذه المراحل لا يعرفها إلا القليل من المجتمع الفرنسي الذي اعتاد على تصوير "" المهمة الحضارية"" التي تقوم بها فرنسا. وقد أثر هذا إلى حد كبير على العلاقات بين البلدين منذ الاستقلال وحتى اليوم. )22( ستورا، 2021، ص ويمكن تلخيص المراحل الرئيسية للعلاقة بين البلدين على النحو التالي: بعد استقلال الجزائر في عام 1962، تطورت العلاقات كانت العلاقات بين فرنسا والجزائر مبنية على اتفاقيات اقتصادية لكن إعادة النظر في الماضي الاستعماري لم تكن من أولويات فرنسا كان من الضروري نسيان هذا الماضي الاستعماري. )34( تاریخ (ستورا، 2021، ص في عام 1965 ، تولى الرئيس الجزائري هواري بومدين السلطة ونفذ إعلان الاستقلال الجزائري. الرقم الدولي المعياري الكتاب: 2477-1805 5167-2602 :رقم ایسن رقم الوثيقة الوطنية: 2015-5187 414 مجلة الانسان والمجل المجلد 10 رقم : 1 يونيو 2024",15,french-colonial-crimes-in-algeria-during-the-occupation-from-1830-to-1962-and-their-repercussions-on-the-bilateral-relations-between-the-two-countries.en.ar (1)
"مجلة الانسان والمجل للمجاوناستلا للمج المجلد 10 رقم : 1 جوان 2024 العنوان: الجرائم الاستعمارية الفرنسية في الجزائر أثناء الاحتلال ..... وقد أثار هذا التقرير ردود فعل غاضبة بسبب محتواه، حيث اعتبره البعض تقريرا يساوي بين الضحية والجاني. ورد المؤرخ على الانتقادات قائلا: ""لا ينبغي أن تكون خطابات الاعتذار مجرد كلمات تقال في يوم من الأيام للتخلص من مشكلة عميقة للغاية. في تقريري، اقترحت ببساطة طريقة كانت خاصة بي لفترة طويلة: فهم الدوافع، ومسار كل مجموعات الذاكرة المتضررة من هذه الحرب المدمرة، مع أخذ الوقت الكافي للتغلب على الأفكار المسبقة والخطاب العنصري"" (يورونيوز 2021). خاتمة لقد ترك الاستعمار الفرنسي للجزائر، الذي دام أكثر من قرن من الزمان ندوباً عميقة في المجتمع الجزائري، أثرت بشكل مؤلم على ذاكرته الجماعية. ورغم استقلال البلاد في عام 1962، واجهت الجزائر العديد من التحديات في بناء دولتها الجديدة، بما في ذلك التعامل مع الإرث الاستعماري وجرائم الحرب التي ارتكبتها فرنسا. وقد كان لهذه القضايا التاريخية تأثير سلبي على العلاقات بين البلدين في العقود التي تلت الاستقلال. ولاتزال آثار هذا الماضي الاستعماري تؤثر على عملية المصالحة والتعافي بين الجزائر وفرنسا. ولا يزال الشعور بالظلم والغضب تجاه الممارسات الاستعمارية الفرنسية قائما بين العديد من الجزائريين، مما يعوق بناء علاقات الثقة والتعاون بين البلدين. ومن جانبها، لم ت لم تتمكن فرنسا بعد من الاعتراف الكامل بجرائمها التاريخية في الجزائر ولا من تقديم تعويضات ملموسة للضحايا. وفي حين بدلت جهود لإعادة بناء العلاقات الثنائية بين البلدين، من خلال الزيارات الرسمية والتبادلات الثقافية والتعاون في مجالات مثل التنمية الاقتصادية والتعليم والطاقة، فإن هذه المبادرات تظل محدودة وتتميز بعدم الثقة المتبادلة والتحفظات. إن جرائم الإبادة الجماعية تمثل التعبير الأكثر دناءة عن الوحشية والطغيان الذي يمكن أن يرتكبه البشر. وهذه الجرائم التي لا تسقط بالتقادم تشكل تحذيراً للأجيال القادمة لتجنب تكرار نفس الأخطاء. الرقم الدولي المعياري للكتاب: 2477-1805 5167-2602 :رقم ایسن رقم الوثيقة الوطنية: 2015-5187 416 مجلة الانسان والمجل المجلد 10 رقم : 1 يونيو 2024",16,french-colonial-crimes-in-algeria-during-the-occupation-from-1830-to-1962-and-their-repercussions-on-the-bilateral-relations-between-the-two-countries.en.ar (1)
مجلة الانسان والمجل للمجاوناستلا للمج المجلد 10 رقم : 1 جوان 2024 العنوان: الجرائم الاستعمارية الفرنسية في الجزائر أثناء الاحتلال ..... ومن أجل إدانة هذه الفظائع والمطالبة بالعدالة للضحايا والاعتراف بحقوقهم، من الأهمية بمكان الاهتمام بدراسة جرائم الحرب، لأنها تمهد الطريق لـ : السعي إلى العدالة البحث المنهجي يساعد في جمع الأدلة والشهادات والوثائق اللازمة لتحقيق العدالة وتقديم مرتكبي هذه الجرائم للمحاكمة. حماية حقوق الإنسان توثيق الجرائم وتوضيح حجم الخسائر البشرية التي لحقت بالضحايا، ومن ثم تعزيز حماية حقوق الإنسان وتطوير القوانين والأنظمة لصيانتها. تعزيز الذاكرة الجماعية توثيق الجرائم والأحداث الماضية التي يجب حفظها في الذاكرة الجماعية لمنع تكرارها في المستقبل وضمان رواية تاريخية شاملة وصادقة للشعوب والأمم. تعزيز السلام والمصالحة تحديد الأسباب والظروف التي أدت إلى هذه الجرائم، ومن ثم تعزيز عملية المصالحة والسلام بين الفئات والمجتمعات المتضررة من هذه الجرائم. تعزيز البحث الأكاديمي: إن البحث في الجرائم الاستعمارية والإبادات الجماعية يعزز تطوير البحث الأكاديمي ويوسع المعرفة حول هذه الجرائم، وبالتالي يعزز فهمنا للتاريخ العالمي والثقافات والسياسات. ولزيادة الوعي بأهمية هذه الجرائم ومنع انتشارها، يمكن اتخاذ عدة إجراءات من خلال الجمع بين التعليم والتوعية الأكاديمية والمشاركة المجتمعية ووسائل الإعلام التثقيف والتوعية في المناهج الدراسية يمكن إدراج الدراسات الخاصة بهذه الجرائم وآثارها في المناهج الدراسية الرقم الدولي المعياري الكتاب: 2477-1805 5167-2602 :رقم ایسن رقم الوثيقة الوطنية: 2015-5187 417 مجلة الانسان والمجل المجلد 10 رقم : 1 يونيو 2024,17,french-colonial-crimes-in-algeria-during-the-occupation-from-1830-to-1962-and-their-repercussions-on-the-bilateral-relations-between-the-two-countries.en.ar (1)
مجلة الانسان والمجل للمجاوناستلا للمج المجلد 10 رقم : 1 جوان 2024 العنوان: الجرائم الاستعمارية الفرنسية في الجزائر أثناء الاحتلال ...... سواء في المدارس أو الجامعات، حيث سيتمكن الطلاب من فهم تاريخهم بشكل أعمق وتطوير وعيهم بالظلم الذي واجهوه. المتاحف والمعارض: يمكن للمتاحف والمعارض المخصصة للتاريخ وحقوق الإنسان تنظيم عروض ومعارض تسلط الضوء على جرائم الحرب والإبادة الجماعية. ويمكن للزوار استكشاف الحقائق والتأثيرات والتفاعل المباشر مع المعلومات. البحث العلمي والنقاشات يمكن تعزيز البحث العلمي والنقاشات العلمية حول جرائم الحرب والإبادة الجماعية في الجزائر، وتنظيم المؤتمرات والندوات لتبادل الأفكار والنقاشات حول هذا الموضوع. وسائل الإعلام وشبكات التواصل الاجتماعي: يمكن الاستفادة من وسائل الإعلام وشبكات التواصل الاجتماعي لنشر المعرفة والتوعية حول جرائم الحرب في الجزائر، ويمكن نشر مقالات وتقارير وأفلام وثائقية تسلط الضوء على هذا الموضوع وتأثيراته. المناقشات العامة والمجتمعية: ينبغي تشجيع المناقشات العامة والمناظرات حول هذا الموضوع في المجتمع. ويمكن تنظيم فعاليات مجتمعية مثل المؤتمرات والمنتديات والمناقشات المفتوحة على المائدة المستديرة لتعزيز الوعي وإعلام الناس بأهمية عدم نسيان هذه الجرائم. ولتحقيق العدالة والمصالحة بين الجزائر وفرنسا يمكن اتخاذ عدة إجراءات: الاعتراف الرسمي بمسؤولية فرنسا عن الأضرار التي لحقت بالجزائر خلال الفترة الاستعمارية والاعتذار الرسمي من فرنسا. تعويض الضحايا الجزائريين عن الأضرار الناجمة عن الاستعمار الفرنسي، بما في ذلك التعويضات المادية وإعادة الأشخاص والممتلكات المصادرة أثناء الاستعمار. تنظیم حوار وطني واسع يجمع كل الفرقاء الجزائريين والمختصين في القضايا الاجتماعية والسياسية والثقافية والتاريخية لبحث سبل تحقيق العدالة والمصالحة. الرقم الدولي المعياري الكتاب: 2477-1805 5167-2602 :رقم ایسن رقم الوثيقة الوطنية: 2015-5187 418 مجلة الانسان والمجل المجلد 10 رقم : 1 يونيو 2024,18,french-colonial-crimes-in-algeria-during-the-occupation-from-1830-to-1962-and-their-repercussions-on-the-bilateral-relations-between-the-two-countries.en.ar (1)
"مجلة الانسان والمجل للمجاوناستلا للمج المجلد 10 رقم : 1 جوان 2024 العنوان: الجرائم الاستعمارية الفرنسية في الجزائر أثناء الاحتلال ..... التعليقات: 1 - كان الجنرال كريستوف لويس ليون جوشولت دي لاموريسيير شخصية مهمة في الغزو والإدارة الاستعمارية الفرنسية في الجزائر في القرن التاسع عشر. 2- يعتبر الجنرال توماس روبرت بيجو شخصية مهمة في تاريخ الاستعمار الفرنسي للجزائر في القرن التاسع عشر. -3- الفريق أول سافاري دوق روفيغو الذي شغل منصب الحاكم العام للجزائر من عام 1833 1831 إلى عام -4- الجنرال إيمابل بيليسييه (1794-1864) كان ضابطاً فرنسيا خدم أثناء غزو فرنسا للجزائر في القرن التاسع عشر. فهرس 1 - أخبار الجزائر، ع. (2020، 30 مايو) تيزي وزو: ""رأيت الجنود الفرنسيين يحرقون ///87656-2020-05-30-12-15-54.. والدتي حية é 2023 وكالة الأنباء الجزائرية : ://.. 2 - أخبار الجزائر، ع. (2022، 22 أغسطس) . مجزرة سيدي بلعباس، جريمة فرنسية محفورة في الذاكرة الجماعية إلى الأبد. منقول من وكالة الأنباء الجزائرية ://..///130327-2022-08-12-15-17-19 3- بن قفا کو 2023 إبريل) العلاقات الجزائرية الفرنسية: الدوافع الحالية والتحديات المستقبلية، اتجاهات للبحوث والاستشارات. ééé متاح على : ://.. 4 - بوعزيز، ي. .(2007) . سياسة الهيمنة الاستعمارية والحركة الوطنية الجزائرية : 1830 - 1954 . الجزائر، مجلس الصحافة الجامعية 5 بودن، ج. (2016) يونيو). من سياسة الإبادة الفرنسية إلى مذبحة غارا فراتشيش مجلة الخلدونية ، ص .255-209 6 - بوریان س. (2005) جرائم فرنسا في الجزائر من الجنرال بيجو إلى الجنرال أو ساريس دار هوما. 7 - كوهين دبليو بي (2002)، الصيف الحرب الجزائرية والدولة الفرنسية والذاكرة الرسمية : فرنسا والجزائر من الصراعات الاستعمارية إلى ذكريات ما بعد الاستعمار. تأملات تاريخية المجلد 28 رقم (2)، ص 219 239 8 - يورونيوز. (2021 25 يناير) المؤرخ الفرنسي بنيامين ستورا يرد على انتقادات الجزائريين لتقريره عن الاستعمار الفرنسي للجزائر الجزائر. منقول من يورونيوز: 2021/01/25/://../ هیستوریان بنجامین سنورا يستجيب للجزائريين 9 - هوداف. ر. (2020 0407 . قبيلة بني مناصر تاريخ حافل بالبطولة والمقاومة ضد الاستعمار الفرنسي. منقول من الإذاعة الجزائرية: 10 .20200704/195739/ حسام الدين، إ. (2021 1710) مسجد -./// ://... كتشاوة ... شاهد عثماني على جرائم فرنسا في الجزائر (تقرير) تم الاسترجاع من: / 11 - خلف الله، س. (2021) . هذه هي أهداف السياسة الاستعمارية الفرنسية من : ://./خلال حملتها الإبادة الجماعية ضد الجزائ ربین ééé الرقم الدولي المعياري الكتاب: 2477-1805 5167-2602 :رقم ایسن رقم الوثيقة الوطنية: 2015-5187 419 مجلة الانسان والمجل المجلد 10 رقم : 1 يونيو 2024",19,french-colonial-crimes-in-algeria-during-the-occupation-from-1830-to-1962-and-their-repercussions-on-the-bilateral-relations-between-the-two-countries.en.ar (1)
"مجلة الانسان والمجل 2023( .12 - لؤيون، ح 0805). مؤرخون يروون قصص أسوأ ) المذابح : بح في القرن العشرين جريدة ذاكرة الشعب الالكترونية -13 - نايلي، أ. (2011، 0315) التاريخ الجزائري من خلال خلال ا الكتابات الفرنسية ( الطبعة . .3 المجلة الأفريقية كدراسة حالة : دراسات وأبحاث المجلد 3، ص 54-82 للمجاوناستلا للمج المجلد 10 رقم : 1 جوان 2024 العنوان: الجرائم الاستعمارية الفرنسية في الجزائر أثناء الاحتلال ..... 14 - باشا، س. ب. (2017، 12 ديسمبر) جرائم الاحتلال الفرنسي في الجزائر بين 1830 و 1857: دراسة حالة جرائم الإبادة الجماعية. (م. جامعة نواكشوط، المحرر) مجلة الدراسات التاريخية والاجتماعية (21) ، ص 45-53. 15- ابراهيم سوري وعلى بكالوريوس (2022) التجارب النووية الفرنسية في الجزائر وآثارها على البيئة. مجلة الحقوق والعلوم الإنسانية، 15 (01)، ص 386-369 16 - سليمان، أ. (2018) ديسمبر). سياسة الأرض المحروقة وأثرها على المقاومة الشعبية الوطنية بقيادة الأمير عبد القادر . مجلة الدراسات 07 (03)، ص 121-135 17 - يونايتد ن. (2015) . الآثار الاجتماعية للإبادة الجماعية على الشعوب. تقرير صادر عن برنامج الأمم المتحدة الإنمائي، مأخوذ من: ://... 18 - الصحافة الجزائرية، س. (2021) تشرين الثاني / نوفمبر). وكالة الأنباء الجزائرية. الإبادة الجماعية في الأغواط، جريمة لا تسقط بالتقادم من قبل فرنسا الاستعمارية في الجزائر الأغواط - غير جريمة - لا تسقط بالتقادم 19 - بلانشارد، إى (50) 17 أكتوبر 1961 في باريس: مظاهرة جزائرية ومذبحة /://.. مستعمرة . تم الاسترجاع على 20 - بوست، م.. ومسعودي، أ. (2022) يناير). مقاومة الأمير عبد القادر من خلال "" رسائل المارشال سان أرنو 1844-1837 . مجلة الدراسات والبحوث 14 (01) 204-193 21 - برون، ج.م. (2023) يونيو ماردي). تم الاسترجاع سور الإبادة الجماعية الجزائرية: /---- / ذاكرة المحكمة: المسلمون في فرنسا : ://. 22 - فونيس. ن. (2021) أغسطس (07) مذبحة الأوفية المذبحة الأولى للغزو الفرنسي في الجزائر ' تم الاسترجاع على / ://.. 23 - جرينغي ن. (2009) (06) المجلات ذات الإصدار المفتوح. تم الاستشارة في 15 //15112023 é'é.: ://.. -24 - کاداش. م. (1975) مايو 1945 8... . العالم الثالث في حالة من الفوضى، ص 14-15. تم الاسترجاع من 100 . /__. 25 حرب الجزائر تجربة الحقيقة '. (. ///_ ééé'é: ://.. الرقم الدولي المعياري الكتاب: 2477-1805 5167-2602 :رقم ایسن رقم الوثيقة الوطنية: 2015-5187 420 مجلة الانسان والمجل المجلد 10 رقم : 1 يونيو 2024",20,french-colonial-crimes-in-algeria-during-the-occupation-from-1830-to-1962-and-their-repercussions-on-the-bilateral-relations-between-the-two-countries.en.ar (1)
"وان مترجم من الفرنسية إلى العربية - . . .. : 10.5281/.5545713 علم اثار البحر الأبيض المتوسط وعلم الآثار ية الى العدد في 20210) السلمان 1100 3033 حرية الوصول على الإنترنت وفي الطباعة. فك تشفير الإطار المكاني دوموس رومانيا قضية كويكول (جميلة) الجزائر عبيدة حمودة : لمياء بنيامين و نافع برینیس معهد العمارة والتخطيط العمراني جامعة باتنة 1 مختبر الجزائر كلية علم الاجتماع، جامعة باتنة 1. الجزائر المعهد علوم الأرض جامعة باتنة 2 الجزائر 13/08/2 :تم الاستلام تم القبول: 05/09/2 .@-.للمراس خلاصة تركز هذه المقالة على نوع من المواكل التي كانت موجودة في الأراضي الرومانية في شمال أفريقيا وتفترض أن الهندسة المعمارية المحلية للدوموس هي انعكاس للهوية الجماعية للثقافة المدفونة لآلاف السنين في تكوينها المكاني. يتيح بناء الجملة المكاني، من خلال تقنيات التحليل التكويني، إجراء تحليل نوعي وكمي من خلال إعادة بناء طريقة حياة الأجداد والتفاعلات بين السكان والأجانب، تعرض وتناقش هنا نتايج التحليلات النحوية المطبقة على مجموعة من المساكن الرومانية الإفريقية الكبيرة أو الدوموس من موقع جميلة الروماني في الجزائر. تشمل المواضيع التي يتم تناولها التنظيم المكاني للدوموس وإمكانية التكامل والتحكم في مناطق النشاط المشتركة داخل السكن يبدو أن الأنماط المكانية والرسمية التي تم إنشاؤها عبر المباني وطريقة اتصالها وتسلسلها تتوافق مع الرموز التي تحكم الأنشطة التي تجري هناك. وتلك التي يجب فصلها وفئات الأشخاص التي يمكنها الوصول إليها، تم تنظيم من خلال إدخال العديد من المساحات الانتقالية التي كان لها تأثيران رئيسيان إنشاء تسلسل هرمي من العالم الخارجي إلى داخل المبنى وإثارة الحركة من خلال إنشاء بدائل للتداول والمساعدة . في فصل مناطق الوظائف غير ذات الصلة عن المناطق المخصصة لـ وظيفة محددة. الكلمات الرئيسية دوموس العمارة الأفرو رومانية التركيب المكاني جميلة (كويكول)، المنطق الاجتماعي للقضاء، الرسم البياني المبرر , ://.///4.0/ حقوق الطبع والنشر: 2021 يتم توزيع هذه المقالة بموجب ترخيص",1,3_Hamouda_et_al_21(3).om.fr.fr.ar
