Educational stage,HistoricalEra,Personality Name,Date,Content,stemmedTashContent,image_link
HSS3,Modern History,بيير مانديس فرانس,1907-1982,رئيس حكومة فرنسا 17 جوان 1954 إلى 5 فيفري 1955.,رئيس حكوم رنس 17 جو 1954 إلى 5 فري 1955.,https://cdn.britannica.com/23/10023-004-D969A3A8/Mendes-France.jpg
HSS3,Modern History,إدغارفور,1908-1988,رئيس حكومة فرنسا من 23 فيفري 1955 إلى 24 جانفي 1956.,رئيس حكوم رنس من 23 فري 1955 إلى 24 جانف 1956.,https://upload.wikimedia.org/wikipedia/commons/a/a4/Edgar_Faure.jpg
HSS3,Modern History,غي مولي,1905-1975,رئيس حكومة فرنسا 30جانفي 1956 إلى 21ماي 1957.,رئيس حكوم رنس 30جانف 1956 إلى 21م 1957.,https://www.marefa.org/w/images/thumb/3/39/Guy_Mollet_Archief.PNG/300px-Guy_Mollet_Archief.PNG
HSS3,Modern History,موريس بورجيس مونوري,1914-1993,رئيس حكومة فرنسا12 جوان 1957 إلى 30سبتمبر 1957.,رئيس حكوم رنسا12 جو 1957 إلى 30سبتمبر 1957.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Bourg%C3%A8s-Maunoury_-_Levi_Eshkol_1958_%28cropped%29.jpg/220px-Bourg%C3%A8s-Maunoury_-_Levi_Eshkol_1958_%28cropped%29.jpg
HSS3,Modern History,فيلكس غايارا,1919-1970,رئيس حكومة فرنسا من 6 نوفمبر 1957 إلى 11 أفريل 1958.,رئيس حكوم رنس من 6 نوفمبر 1957 إلى 11 ريل 1958.,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=100058034580583
HSS3,Modern History,بيير بفليملان, 5 فيفري 1907- ,رئيس حكومة فرنسا من 13 ماي 1958 إلى 28 ماي 1958.,رئيس حكوم رنس من 13 ما 1958 إلى 28 ما 1958.,https://www.lesemeurs.com/img/articles/13436.jpg
HSS3,Modern History,ما رسيل بيجار,نوفمبر 1916,شارك في حرب الهند الصينية ،بعد هزيمة الفرنسيين ديان بيان فو انتقل الى الجزائر للمشاركة في إخماد الثورة ، كلف نهاية 1956بالقضاء على معركة الجزاج ئر ولعب دورا كبيرا في تعذيب الجزا ئريين(المناضلين والفدائيين).,شار في حرب هند صين ،بعد هزيم فرنسي دي يان فو نتقل لى جزائر مشارك في إخماد ثور ، لف نها 1956بالقضاء على معرك جزاج ئر عب دور بيرا في عذيب جز ئريين(المناضلين والفدائيين).,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/General_Marcel_Bigeard%2C_80%2C_October_1996%2C_before_photo_of_him_40_years_ago.jpg/250px-General_Marcel_Bigeard%2C_80%2C_October_1996%2C_before_photo_of_him_40_years_ago.jpg
HSS3,Modern History,فرانسوا ميتران,1981-1995,رجل سياسي فرنسي رئيس الجمهورية الفرنسية لفترتين رئا سيتينتولى حقيبة وزارة الداخليةمع اندلاع الثورة 01-نوفمبر 1954.,رجل سياس رنس رئيس جمهور فرنس فتر رئ سيتينتولى حقيب زار الداخليةمع ندلاع ثور 01-نوفمبر 1954.,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/President_Fran%C3%A7ois_Mitterrand_in_1983.jpg/1200px-President_Fran%C3%A7ois_Mitterrand_in_1983.jpg
HSS3,Modern History,المارشال بيتان فيلب, ,رجل عسكري وسياسي فرنسي رئيس حكومة (فيشي)العميلة للالمانمنجوان1940-1945تاريخ تحرير فرنسا من النازية .توفي في السجن1951.,رجل عسكر سياس رنس رئيس حكوم (فيشي)العميلة للالمانمنجوان1940-1945تاريخ حرير رنس من ناز .توف في السجن1951.,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=1704825376490679
HSS3,Modern History,جورج بومبيدو,,رئيس فرنسا 1969-1974 خلف ديغول. ترئس الوفد الفرنسي المفاوض مع جبهة التحرير الوطني الجزائرية 1961 في سويسرا قبل الوصول إلى إتفاقية ( إفيان).,رئيس رنس 1969-1974 خلف ديغول. رئس وفد فرنس مفاوض مع جبه تحرير وطن جزائر 1961 في سويسر قبل وصول إلى إتفاق ( إفيان).,https://upload.wikimedia.org/wikipedia/commons/2/2a/Georges_Pompidou_1969_%28cropped%29.jpg
HSS3,Modern History,شال موريس,1905-1979,جنرال إستدعاه (ديغول) لقيادة الجيش الفرنسي بالجزائر 1959، صاحب فكرة الخطوط المكهربة على الحدود الغربية و الشرقية للجزائر، مع بداية المفاوضات الجزائرية الفرنسية إنقلب على ديغول 22 افريل 1961 حكم عليه في 1 جوان ب 15 سنة سجنا، أطلق سراحه في 1966 بعوف من ديغول.,جنرال إستدعا (ديغول) قياد جيش فرنس جزائر 1959، صاحب رة خطوط مكهرب على حدود غرب و شرق جزائر، مع دا مفاوض جزائر فرنس إنقلب على ديغول 22 افريل 1961 حكم على في 1 جو ب 15 سن سجنا، طلق سراح في 1966 عوف من ديغول.,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=167103279460471
HSS3,Modern History,راوول سالان,1899-1984,جنرال فرنسي، شارك في حرب فرنسا في الهند الصينية، من معارضي إستقلال الجزائر، شارك في إنقلاب الجنرالات أفريل 1961 ضد ديغول مع جوهو، زيلر، شال، دخل العمل السري بتأسيس (المنظمة العسكرية السرية)ن سجن في أفريل 1962 إلى غاية جوان 1968.,جنرال رنسي، شار في حرب رنس في هند صينية، من معارض إستقلال جزائر، شار في إنقلاب جنرال ريل 1961 ضد ديغول مع جوهو، زيلر، شال، دخل عمل سر تأسيس (المنظم عسكر سرية)ن سج في ريل 1962 إلى غا جو 1968.,https://upload.wikimedia.org/wikipedia/commons/0/0b/Generaal_Salan%2C_Bestanddeelnr_909-5643.jpg
HSS3,Modern History,المهاتما غاندي 1869 ـ 1948,,داعية وطني و زعيم هندي نضال ضد الوجود البريطاني و اشتهر باستخدام أسلوب اللاعنف في نضاله . اغتيل من طرف متطرف هندوسي عام 1948.,داع طن و زعيم هند ضال ضد وجود بريطان و شتهر استخدام سلوب لاعنف في ضال . غتيل من طرف متطرف هندوس عام 1948.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Mahatma-Gandhi%2C_studio%2C_1931.jpg/1200px-Mahatma-Gandhi%2C_studio%2C_1931.jpg
HSS3,Modern History,جواهر لالا نهرو 1889 ـ 1964,,رجل سياسة هندي و تلميذ غاندي من صانعي استقلال الهند شغل منصب الوزير الأول (1947 ـ 1964) و كان من ابرز أقطاب حركة عدم الانحياز .,رجل سياس هند و تلميذ غاند من صانع استقلال هند شغل منصب وزير أول (1947 ـ 1964) و كان من برز قطاب حرك عدم انحياز .,https://upload.wikimedia.org/wikipedia/commons/5/5f/Jnehru.jpg
HSS3,Modern History,محمد علي جناح 1876 ـ 1948,,مناضل تحرري وسياسي باكستاني ناضل لتحرير شبه القارة الهندية من الوجود البريطاني و كان شريكا لغاندي ونهرو عمل على الانفصال عن الهند قي اطار دول باكستان سنة 1947 التي اصب حاول رئيس لها .,مناضل حرر سياس اكستان ناضل حرير شبه قار هند من وجود بريطان و كان شريك غاند هرو عمل على انفصال عن هند قي طار دول اكستان سن 1947 التي صب حاول رئيس لها .,https://findyourstampsvalue.com/stamp/image/UAE-cwpn03qiTF-0.jpeg
HSS3,Modern History,هوشي منه, 1890-1969,مؤسس الحزب الشيوعي الفيتنامي قاد حربا ضد الوجود الفرنسي من 1946 ثم تزعم الحرب ضد الحكومة العميلة في الفيتنام الجنوبي وضد الولايات المتحدة عام 1960 وانتهت بانتصار الشماليين وانسحاب الو.م.أ وتوحيد البلاد رسميا عام في أفريل1975,مؤسس حزب شيوع فيتنام قاد حرب ضد وجود فرنس من 1946 ثم زعم حرب ضد حكوم عميل في فيتنام جنوب ضد ولا متحد عام 1960 انته انتصار شمالي نسحاب و.م.أ وحيد بلاد رسمي عام في ريل1975,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Ho_Chi_Minh_1946.jpg/250px-Ho_Chi_Minh_1946.jpg
HSS3,Modern History,جمال عبد الناصر,1918-1970,انظم لتنظيم الضباط الأحرار الذي اطاح بالملك فاروق1952 أصبح رئيسا للجمهورية عام 1956 من أهم انجازاته تأميم قناة السويس و بناء السد العالي في عهد كانت هزيمة حرب 1967توفي سنة 1970 .,نظم نظيم ضباط أحرار الذي طاح ملك فاروق1952 أصبح رئيس جمهور عام 1956 من هم انجاز أميم قنا سويس و ناء سد عال في عهد انت هزيم حرب 1967توف سن 1970 .,http://nasser.bibalex.org/Data/photos/medium/37-2.jpg
HSS3,Modern History,أرنستو شي غيفارا, 1928-1967,طبيب و ثوري ماركسي من أصل أرجنتيني شارك في الثورة الكوبية إلى جانب كاسترو 1956 ـ 1959 حاول التأسيس لثورة شاملة في أمريكا اللاتينية ضد الهيمنة الأمريكية و الموالين لها . أصبح رمزا عالميا . قتل في بوليفيا سنة 1967,طبيب و ثور ماركس من صل رجنتين شار في ثور كوب إلى جانب استرو 1956 ـ 1959 حاول تأسيس ثور شامل في مريك لاتين ضد هيمن أمريك و موال لها . أصبح رمز عالمي . قتل في وليفيا سن 1967,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Che_Guevara_-_Guerrillero_Heroico_by_Alberto_Korda.jpg/1200px-Che_Guevara_-_Guerrillero_Heroico_by_Alberto_Korda.jpg
HSS3,Modern History,فيدال كاسترو ,1926,ثائر و سياسي كوبي - قاد الثورة ضد - باتيستا - قوبلت سياسته بالعداء من طرف الولايات المتحدة التي حاولت الإطاحة به - عملية خليج الخنازير 1961 - تقارب مع السوفيت مما أدى إلى وقوع أزمة الصواريخ 1962 . كان صديقا مقربا للجزائر في عهد هواري بومدين,ثائر و سياس وب - قاد ثور ضد - اتيستا - قوبل سياس عداء من طرف ولا متحد التي حاول إطاح به - عمل خليج خنازير 1961 - قارب مع سوفيت مما دى إلى قوع زم صواريخ 1962 . كان صديق مقرب جزائر في عهد هوار ومد,https://upload.wikimedia.org/wikipedia/commons/4/4a/Fidel_Castro_1950s.jpg
HSS3,Modern History,باتريس لومومبا,1925-1961,سياسي كنغولي ناضل من أجل استقلال بلاده عن الاستعمار البلجيكي و أصبح وزيرا أولا بعد الاستقلال 1960 سعى من اجل استعادة السيادة على إقليم كاتنغا الغني بالثروات الطبيعية . اغتيل 1961 وتتهم المخابرات الأمريكية بمقتله.,سياس نغول ناضل من أجل استقلال لاد عن استعمار بلجيك و أصبح زير لا بعد استقلال 1960 سعى من جل استعاد سياد على إقليم اتنغا غن ثرو طبيع . غتيل 1961 تهم مخابر أمريك مقتله.,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Patrice_Lumumba_official_portrait.jpg/280px-Patrice_Lumumba_official_portrait.jpg
HSS3,Modern History,ياسر عرفات, 1929 – 2004,"رمز لحركة النضال الفلسطيني و أحد مؤسسي حركة فتح و قائدها العام منذ 1969 اسمه الحقيقي محمد عبد الرؤوف عرفات الملقب ""ابو عمار"" حاصل على جائزة نوبل للسلام عام 1994 رئيس السلطة الوطنية الفلسطينية المنتخب 1996 توفي في ظروف غامضة في نوفمبر 2004","رمز حرك نضال فلسطين و حد مؤسس حرك تح و قائد عام منذ 1969 سم حقيق محمد عبد رؤوف عرف ملقب ""اب عمار"" حاصل على جائز وبل سلام عام 1994 رئيس سلط وطن فلسطين منتخب 1996 وف في ظروف غامض في نوفمبر 2004",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Leader_of_the_PLO%2C_Yasser_Arafat%2C_1996_Dan_Hadani_Archive.jpg/640px-Leader_of_the_PLO%2C_Yasser_Arafat%2C_1996_Dan_Hadani_Archive.jpg
HSS3,Modern History,الجنرال جياب,,عسكري فيتنامي من أهم أبطال الثورة الفيتنامية، صاحب خطة معركة ديان بيان فو التي هزم فيها فرنسا بتاريخ 7 ماي 1954.,عسكر تنامي من هم طال ثور الفيتنامية، صاحب خط معرك دي يان فو التي هزم في رنس تاريخ 7 ما 1954.,https://upload.wikimedia.org/wikipedia/commons/a/ac/Mr._Vo_Nguyen_Giap.jpg
HSS3,Modern History,بيل كلينتون,,1946- رئيس الو م أ من 1992 إلى 1999 في عهده أنشئت المنظمة العالمية للتجارة ، ساهم في الاتفاق بين ربين و عرفات.,1946- رئيس لو م أ من 1992 إلى 1999 في عهد نشئ منظم عالم تجار ، سا في اتفاق بين رب و عرفات.,https://upload.wikimedia.org/wikipedia/commons/d/d3/Bill_Clinton.jpg
HSS3,Modern History,جيمي كارتر,,1924- رئيس الو م أ من 1976 إلى 1979، له الفضل في إقناع أنور السادات بتوقيع إتفاقية كامب دايفد 1978.,1924- رئيس لو م أ من 1976 إلى 1979، له فضل في إقناع نور ساد توقيع إتفاق امب دايفد 1978.,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/JimmyCarterPortrait_%28cropped%29.jpg/800px-JimmyCarterPortrait_%28cropped%29.jpg
HSS3,Modern History,بلغور جيمس ارثر,,[1848-1930] سياسي بريطانـي محافظ و ذو ميول صهيونية صاحب تصريـــح 2 نوفمبر 1917 و شغل منصب وزير خارجية بريطانيا .,[1848-1930] سياس ريطانـ محافظ و ذو ميول صهيون صاحب تصريـــح 2 نوفمبر 1917 و شغل منصب زير خارج ريطانيا .,https://upload.wikimedia.org/wikipedia/commons/6/66/A.J._Balfour_LCCN2014682753_%28cropped%29.jpg
HSS3,Modern History,تيودور هرتزل,,كاتب و صحفي يهودي، ولد بالمجر، مؤسس الحركة الصهيونية سنة 1897.,اتب و صحف يهودي، لد مجر، مؤسس حرك صهيون سن 1897.,https://upload.wikimedia.org/wikipedia/commons/9/95/Theodor_Herzl.jpg
HSS3,Modern History,باتيستا,,زعيم و سياسي من أمريكا اللاتينية، نشط قي الحزب الشيوعي الكوبي بعد الحرب العالمية الثانية و خلال الحرب الباردة.,زعيم و سياس من مريك اللاتينية، شط قي حزب شيوع كوب بعد حرب عالم ثان و خلال حرب باردة.,https://lookaside.instagram.com/seo/google_widget/crawler/?media_id=3454033358642441832
HSS3,Modern History,أنور السادات,,رئيس مصر 1970-1981.من زعماء ثورة جويلية ضد الملك فاروق.قرب مصر من الغرب .زار القدس 1977.ابرم,رئيس مصر 1970-1981.من زعماء ثور جويل ضد ملك فاروق.قرب مصر من غرب .زار قدس 1977.ابرم,https://upload.wikimedia.org/wikipedia/commons/b/b0/Anwar_Sadat_cropped.jpg
HSS3,Modern History,صدام حسين,,صدام حسين عبد المجيد التكريتي نائب رئيس الجمهورية من 1968 إلى 1979 رئيس جمهورية العراق من 1979 إلى 2003، قبض عليه في 13 سبتمبر 2003، تمت محاكمته و إعدامه في 30ديسمبر 2006.,صدام حس عبد مجيد تكريت نائب رئيس جمهور من 1968 إلى 1979 رئيس جمهور عراق من 1979 إلى 2003، قبض على في 13 سبتمبر 2003، مت محاكم و إعدام في 30ديسمبر 2006.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Saddam_Hussein_in_1998.png/800px-Saddam_Hussein_in_1998.png
HSS3,Modern History,دايان موشي,,1915-1981 جنرال و سياسي إسرائيلي قائد للأركان 1953-1958 و وزير للخارجة 1977-1979.,1915-1981 جنرال و سياس إسرائيل قائد أرك 1953-1958 و زير خارج 1977-1979.,https://upload.wikimedia.org/wikipedia/commons/7/73/Moshe_Dayan%2C_Chief_of_General_Staff.jpg
HSS3,Modern History,بيغن مناحيم,,1913-1992 : سياسي إسرائيلي من أصل بولندي، شغل رئيس للوزراء من 1977-1983 كان من الموقعين على اتفاقية السلام مع السادات 1978.,1913-1992 : سياس إسرائيل من صل ولندي، شغل رئيس وزراء من 1977-1983 كان من موقع على اتفاق سلام مع ساد 1978.,https://upload.wikimedia.org/wikipedia/commons/1/13/Menachem_Begin%2C_Andrews_AFB%2C_1978.JPG
HSS3,Modern History,مئير غولدا,,1898-1978: سياسية إسرائيلية روسية الأصل عملت رئيسة للوزراء من 1969-1978، كما تقلدت قبل ذلك عدة مناصب منها الخارجية.,1898-1978: سياس إسرائيل روس أصل عمل رئيس وزراء من 1969-1978، كما تقلد قبل ذلك عد مناصب من خارجية.,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Golda_Meir_%281964%29_cropped.jpg/640px-Golda_Meir_%281964%29_cropped.jpg
HSS3,Modern History,دافيد بن غوريون,,[1886-1973]أول رئيس وزراء إسرائيل(1948-1953ثم1955-1963. من مؤسسي دولة إسرائيل درس التوراة و هو من يهود بولونيا يتكلم لغة اليادش .,[1886-1973]أول رئيس زراء إسرائيل(1948-1953ثم1955-1963. من مؤسس دول إسرائيل درس تورا و هو من هود ولونيا تكلم غة يادش .,https://upload.wikimedia.org/wikipedia/commons/e/e8/David_Ben-Gurion_%28D597-087%29.jpg
HSS3,Modern History,اسرة رومانوف,,عائلة ليتوانية استقرت في روسيا و حكمت من [1613-1917] أسقطتها الثورة الاشتراكية,عائل يتوان استقر في روسي و حكم من [1613-1917] سقط ثور اشتراك,https://upload.wikimedia.org/wikipedia/commons/7/7a/Russian_Imperial_Family_1913.jpg
HSS3,Modern History,سيسل رودس,,[1853-1902] شخصية مالية و سياسية استعمارية من بريطانيا,[1853-1902] شخص مال و سياس استعمار من ريطانيا,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/CecilRhodes.jpg/247px-CecilRhodes.jpg
HSS3,Modern History,ديلسيس فردينارد,,[1805-1874] سياسي و دبلوماسي فرنسي كان له الفضل في شق قناة سويس و بدا في شق قناة بانما دون ان يكملها .,[1805-1874] سياس و دبلوماس رنس كان له فضل في شق قنا سويس و دا في شق قنا انما دون ان كمل .,https://braichposters.com/cdn/shop/products/DSCF3346_1024x1024.jpg?v=1617026735
HSS3,Modern History,اتلي كليما,,رئيس وزراء بريطانيا بعد تشرشل [1945-1951] .شارك في مؤتمر (بوتسدام)أوت1945.,رئيس زراء ريطانيا بعد تشرشل [1945-1951] .شار في مؤتمر (بوتسدام)أوت1945.,https://lh3.googleusercontent.com/E5xhyZslcXwQD7PIQbT3Z9_hlU9mzAgdpXBuhzEM8BPJRmTxUN6M8NOQDoLGgHmYWJkms35hqbwGM3hWVmjywOPqaQL9Gp4Kf-lljYqAbsG13mEddaP1qCZNyAw-jqUU8kYclza6VESeZmVBZKngaCYeds5LrNnblHzbOp62FslTdbvEqECdaJvHHeJDoqGTqBBcNdok9I8jbEN_4adehLmBMRgCatYSnX06PsqZAgvNBbLIjAF9b0vUgf0R1Pnp73le2bP2DDNCpKvT2EMK-RBotIS_4QllOj2URsKNcKtMdJCzFBEc7ZYD2ql6g4tZpQRbN03PYXaL5V3o9-SZJGAZiRAnxnH6yMpSO4oPlxRvcsq6C-te-oHg_CRYYbzKiOvGzWRcMeA7oba0fwYQLOk3QvYLr8FzPZvnzkxrrchNB13zaBIh4m-wFMPHnDB5lQzg7x-FTQ5xjIOA6IKI6ClBY6I2IDjad76_8SK6AOdKiaCjQkhaucuncc9SGDi5yrwgCocmjHOnWUfIkiwn2RXauXVfqygWjhvzwUcPjmI4uRPRRxbk2VW9YIRBpR9o-LcRXSWi37HkInF7q5-h1Lriqv0mnrSU2cyAPpBnbuFa0fx2ItjPNLOSvg2cY5wRp-fOHBwPEQ9K7aB4FKvsS-F8QUnoLNICdEB909PrTfmNKtUcS4EYheH5hMqa2a4RbYk-dZ8KfoIbf5dZ3eRWQh827RC2G8s6uw2_DjBCtQyDw8FKt5D_d3P---LWB40=w1258-h944-no?authuser=0
HSS3,Modern History,أدولف هتلر,,[1899-1945] مؤسس ألمانيا النازية ، و أدى إلى اندلاع الحرب العالمية الثانية-,[1899-1945] مؤسس مانيا ناز ، و دى إلى ندلاع حرب عالم ثانية-,https://cdn.britannica.com/58/129958-050-C0EF01A4/Adolf-Hitler-1933.jpg
HSS3,Modern History,نيفيل تشميرلين,,[1869-1940] سياسي و رجل دولة بريطاني تولى رئاسة الوزراء سنة 1937 حتى 1940.,[1869-1940] سياس و رجل دول ريطان ولى رئاس وزراء سن 1937 حتى 1940.,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=1164254314603878
HSS3,Modern History,احمد بلفريح,,ولد سنة 1908،مؤسس حزب الاستقلال المغربي سنة 1944 وفقه علال الفاسي وعين وزير خارجية للمغرب في قترة [1956-1958],لد سن 1908،مؤسس حزب استقلال مغرب سن 1944 فق علال فاس عين زير خارج مغرب في قتر [1956-1958],https://pbs.twimg.com/media/EeboZ7pWkAYF0wF.jpg
HSS3,Modern History,احمد عرابي,,"[1841-1911] شخصية سياسية و عسكرية مصرية ، صاحب الثورة العرابية 1881 ضد الوجود الإنجليزي في مصر ن حكم عليه بالإعدام ثم خفف الى النفي بجزيرة ""سيلان"" و توفي سنة 1911 .","[1841-1911] شخص سياس و عسكر مصر ، صاحب ثور عراب 1881 ضد وجود إنجليز في مصر ن حكم على إعدام ثم خفف لى نف جزير ""سيلان"" و وف سن 1911 .",https://upload.wikimedia.org/wikipedia/commons/0/05/Arabi_%281906%29_-_TIMEA.jpg
HSS3,Modern History,إدريس السنوسي,1951-1969,ولد سنة 1890 ، تولى قيادة الزاوية السنوسية سنة 1915 ،و عين ملك على ليبيا .,لد سن 1890 ، ولى قياد زاو سنوس سن 1915 ،و عين مل على بي .,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/IdrisI3.jpg/237px-IdrisI3.jpg
HSS3,Modern History,اوتو بسمارك,1815-1898,شخصية سياسية وعسكرية بروسيا موحد ألمانيا سنة 1871 و خاض عدة حروب ضد( الدانمارك، النمسا، فرنسا).,شخص سياس عسكر روسيا موحد مانيا سن 1871 و خاض عد حروب ضد( الدانمارك، نمسا، رنسا).,https://upload.wikimedia.org/wikipedia/commons/9/92/Bundesarchiv_Bild_146-2005-0057%2C_Otto_von_Bismarck_%28cropped%29.jpg
HSS3,Modern History,بطرس بطرس غالي,,ولد 1922 بمصر سياسي أكاديمي مصري، شغل منصب الأمين العام للأمم المتحدة [1992-1996].رئيس الفرونكوفونية1997-2002.,لد 1922 مصر سياس كاديم مصري، شغل منصب أم عام أمم متحد [1992-1996].رئيس الفرونكوفونية1997-2002.,https://upload.wikimedia.org/wikipedia/commons/7/7e/Boutros_Boutros_Ghali_%281993%29.jpg
HSS3,Modern History,سليمان القانوني,1520 – 1566,تولى السلطة في الدولة العثمانية بعد موت والده سليم و يعتبر عاشر سلطان في تاريخ الدولة العثمانية.,ولى سلط في دول عثمان بعد مو ده سليم و عتبر عاشر سلط في تاريخ دول العثمانية.,https://upload.wikimedia.org/wikipedia/commons/a/ac/Kanuni_Sultan_Suleiman_Han_-_%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D8%A7%D9%86_%D8%A7%D9%84%D8%BA%D8%A7%D8%B2%D9%8A_%D8%B3%D9%84%D9%8A%D9%85%D8%A7%D9%86_%D8%A7%D9%84%D9%82%D8%A7%D9%86%D9%88%D9%86%D9%8A.jpg
HSS3,Modern History,محمد بن عبد الوهاب,1703 – 1792, من تميم بنجد يعتبر مؤسس الطريقة الوهابيةو هو زعيم النهضة الإصلاحية في شبه الجزيرة العربية و تحالف مع محمد بن سعود أميرنجد و له أتباع.,من ميم نجد عتبر مؤسس طريق وهابيةو هو زعيم نهض إصلاح في شبه جزير عرب و حالف مع محمد بن سعود ميرنجد و له تباع.,https://maktbt-elmarafa.com/wp-content/uploads/2023/08/%D8%A7%D9%84%D8%A7%D9%85%D8%A7%D9%85-%D9%85%D8%AD%D9%85%D8%AF-%D8%B9%D8%A8%D8%AF-%D8%A7%D9%84%D9%88%D9%87%D8%A7%D8%A8-%D9%86%D8%B4%D8%A3%D8%AA%D9%87-%D9%88-%D8%A7%D8%B9%D9%85%D8%A7%D9%84%D9%87.webp
HSS3,Modern History,عبد الرحمان الجبرتي,1751-1824,"مؤرخ مصري أزهري التكوين و له عدة مؤلفات دون فيها تاريخ مصر منها "" عجائب الآثار في التراجم و الأخبار "" .","مؤرخ مصر زهر تكو و له عد مؤلف دون في تاريخ مصر من "" عجائب آثار في تراجم و أخبار "" .",https://upload.wikimedia.org/wikipedia/commons/9/93/Abd_al-Rahman_al-Jabarti_portrait.jpg
HSS3,Modern History,جمال الدين الأفغاني,1838 – 1897, ولد في اسعد أبار بأفغانستان، نشا في كابول.كان غرضه توحيد المسلمين و يعتبر من فلاسفة الإسلام، زار عدة دول.,لد في سعد ار بأفغانستان، شا في كابول.ك غرض وحيد مسلم و عتبر من اسف إسلام، زار عد دول.,https://upload.wikimedia.org/wikipedia/commons/a/a8/Al_afghani.jpg
HSS3,Modern History,محمد عبده,,[1841 – 1905 ] مفتي الديار المصرية أزهري التكوين تصوف و عمل بالتعليمو تولى القضاء و الإفتاء في مصر زار الجزائر سنة 1903.,[1841 – 1905 ] مف ديار مصر زهر تكو صوف و عمل تعليمو ولى قضاء و إفتاء في مصر زار جزائر سن 1903.,https://upload.wikimedia.org/wikipedia/commons/f/fd/Mohammed_Abdu.jpg
HSS3,Modern History,إبراهيم باشا,,[1789- 1848] ابن محمد علي قائد عسكري مصري جاء إلى مصر سنة 1805 قاد حملة ضد الوهابين [1816-1819] و هزم اليونانيين 1825 اتسم بشعور عربي رغم جذوره الغير عربية.,[1789- 1848] بن محمد على قائد عسكر مصر جاء إلى مصر سن 1805 قاد حمل ضد وهاب [1816-1819] و هزم يوناني 1825 تسم شعور عرب رغم جذور غير عربية.,https://upload.wikimedia.org/wikipedia/commons/5/52/Portrait_d%27Ibrahim_Pacha_2.JPG
HSS3,Modern History,مصطفى كمال أتاتورك,,[1881- 1938] مؤسس دولة تركيا الحديثة، أسس حزب تركيا الفتاة,[1881- 1938] مؤسس دول ركي حديثة، سس حزب ركي فتا,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2023/12/30/images/258045.jpg"
HSS3,Modern History,اتلي كليما,,رئيس وزراء بريطانيا بعد تشرشل [1945-1951] .شارك في مؤتمر (بوتسدام)أوت1945.,رئيس زراء ريطانيا بعد تشرشل [1945-1951] .شار في مؤتمر (بوتسدام)أوت1945.,https://lh3.googleusercontent.com/E5xhyZslcXwQD7PIQbT3Z9_hlU9mzAgdpXBuhzEM8BPJRmTxUN6M8NOQDoLGgHmYWJkms35hqbwGM3hWVmjywOPqaQL9Gp4Kf-lljYqAbsG13mEddaP1qCZNyAw-jqUU8kYclza6VESeZmVBZKngaCYeds5LrNnblHzbOp62FslTdbvEqECdaJvHHeJDoqGTqBBcNdok9I8jbEN_4adehLmBMRgCatYSnX06PsqZAgvNBbLIjAF9b0vUgf0R1Pnp73le2bP2DDNCpKvT2EMK-RBotIS_4QllOj2URsKNcKtMdJCzFBEc7ZYD2ql6g4tZpQRbN03PYXaL5V3o9-SZJGAZiRAnxnH6yMpSO4oPlxRvcsq6C-te-oHg_CRYYbzKiOvGzWRcMeA7oba0fwYQLOk3QvYLr8FzPZvnzkxrrchNB13zaBIh4m-wFMPHnDB5lQzg7x-FTQ5xjIOA6IKI6ClBY6I2IDjad76_8SK6AOdKiaCjQkhaucuncc9SGDi5yrwgCocmjHOnWUfIkiwn2RXauXVfqygWjhvzwUcPjmI4uRPRRxbk2VW9YIRBpR9o-LcRXSWi37HkInF7q5-h1Lriqv0mnrSU2cyAPpBnbuFa0fx2ItjPNLOSvg2cY5wRp-fOHBwPEQ9K7aB4FKvsS-F8QUnoLNICdEB909PrTfmNKtUcS4EYheH5hMqa2a4RbYk-dZ8KfoIbf5dZ3eRWQh827RC2G8s6uw2_DjBCtQyDw8FKt5D_d3P---LWB40=w1258-h944-no?authuser=0
